Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
1991.271,False,True,14326,American Decorative Arts,Tile,Tile,American,,,,,Manufacturer,Possibly manufactured by,American Encaustic Tile Company,"American, New York, 1875–before 1945",,American Encaustic Tile Company,American,1875      ,1945      ,ca. 1891,1888,1891,Earthenware,6 x 6 in. (15.2 x 15.2 cm),"Gift of Judith and Robert Bahssin, 1991",Made in,Zanesville,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/14326,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1978.15.8,False,False,14154,American Decorative Arts,Tapestry,Tapestry,American,,,,,Designer|Maker,Designed by,Albert Herter|Herter Looms,"American, New York 1871–1950 Santa Barbara, California",,"Herter, Albert|Herter Looms ",American,1871      ,1950      |9999      ,ca. 1912,1909,1912,"Wool, natural and mercerized cotton, ""artificial silk""",84 x 53 in. (213.4 x 134.6 cm),"Gift of ""A Bicentennial Gift to America from a Grateful Armenian People"", 1978",Made in,New York,,,United States,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/14154,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1978.15.18,False,False,14164,American Decorative Arts,Tapestry,Tapestry,American,,,,,Designer|Maker,Designed by,Albert Herter|Herter Looms,"American, New York 1871–1950 Santa Barbara, California",,"Herter, Albert|Herter Looms ",American,1871      ,1950      |9999      ,ca. 1912,1909,1912,"Wool, natural and mercerized cotton, ""artificial silk""",84 x 76 in. (213.4 x 193 cm),"Gift of ""A Bicentennial Gift to America from a Grateful Armenian People"", 1978",Made in,New York,,,United States,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/14164,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1978.15.9,False,False,14155,American Decorative Arts,Tapestry,Tapestry,American,,,,,Designer|Maker,Designed by,Albert Herter|Herter Looms,"American, New York 1871–1950 Santa Barbara, California",,"Herter, Albert|Herter Looms ",American,1871      ,1950      |9999      ,ca. 1912,1909,1912,"Wool, natural and mercerized cotton, ""artificial silk""",84 x 74 in. (213.4 x 188 cm),"Gift of ""A Bicentennial Gift to America from a Grateful Armenian People"", 1978",Made in,New York,,,United States,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/14155,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1978.15.10,False,False,14156,American Decorative Arts,Tapestry,Tapestry,American,,,,,Designer|Maker,Designed by,Albert Herter|Herter Looms,"American, New York 1871–1950 Santa Barbara, California",,"Herter, Albert|Herter Looms ",American,1871      ,1950      |9999      ,ca. 1912,1909,1912,"Wool, natural and mercerized cotton, ""artificial silk""",84 x 59 in. (213.4 x 149.9 cm),"Gift of ""A Bicentennial Gift to America from a Grateful Armenian People"", 1978",Made in,New York,,,United States,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/14156,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1978.15.11,False,False,14157,American Decorative Arts,Tapestry,Tapestry,American,,,,,Designer|Maker,Designed by,Albert Herter|Herter Looms,"American, New York 1871–1950 Santa Barbara, California",,"Herter, Albert|Herter Looms ",American,1871      ,1950      |9999      ,ca. 1912,1909,1912,"Wool, natural and mercerized cotton, ""artificial silk""",84 x 66 in. (213.4 x 167.6 cm),"Gift of ""A Bicentennial Gift to America from a Grateful Armenian People"", 1978",Made in,New York,,,United States,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/14157,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1978.15.12,False,False,14158,American Decorative Arts,Tapestry,Tapestry,American,,,,,Designer|Maker,Designed by,Albert Herter|Herter Looms,"American, New York 1871–1950 Santa Barbara, California",,"Herter, Albert|Herter Looms ",American,1871      ,1950      |9999      ,ca. 1912,1909,1912,"Wool, natural and mercerized cotton, ""artificial silk""",84 x 77 in. (213.4 x 195.6 cm),"Gift of ""A Bicentennial Gift to America from a Grateful Armenian People"", 1978",Made in,New York,,,United States,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/14158,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1978.15.13,False,False,14159,American Decorative Arts,Tapestry,Tapestry,American,,,,,Designer|Maker,Designed by,Albert Herter|Herter Looms,"American, New York 1871–1950 Santa Barbara, California",,"Herter, Albert|Herter Looms ",American,1871      ,1950      |9999      ,ca. 1912,1909,1912,"Wool, natural and mercerized cotton, ""artificial silk""",84 x 65 in. (213.4 x 165.1 cm),"Gift of ""A Bicentennial Gift to America from a Grateful Armenian People"", 1978",Made in,New York,,,United States,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/14159,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1978.15.14,False,False,14160,American Decorative Arts,Tapestry,Tapestry,American,,,,,Designer|Maker,Designed by,Albert Herter|Herter Looms,"American, New York 1871–1950 Santa Barbara, California",,"Herter, Albert|Herter Looms ",American,1871      ,1950      |9999      ,ca. 1912,1909,1912,"Wool, natural and mercerized cotton, ""artificial silk""",84 x 76 in. (213.4 x 193 cm),"Gift of ""A Bicentennial Gift to America from a Grateful Armenian People"", 1978",Made in,New York,,,United States,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/14160,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1978.15.15,False,False,14161,American Decorative Arts,Tapestry,Tapestry,American,,,,,Maker|Designer,Designed by,Herter Looms|Albert Herter,"American, New York 1871–1950 Santa Barbara, California",,"Herter Looms |Herter, Albert",American,1871      ,9999      |1950      ,ca. 1912,1909,1912,"Wool, natural and mercerized cotton, ""artificial silk""",396 x 84 in. (1005.8 x 213.4 cm),"Gift of ""A Bicentennial Gift to America from a Grateful Armenian People"", 1978",Made in,New York,,,United States,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/14161,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1978.15.16,False,False,14162,American Decorative Arts,Tapestry,Tapestry,American,,,,,Designer|Maker,Designed by,Albert Herter|Herter Looms,"American, New York 1871–1950 Santa Barbara, California",,"Herter, Albert|Herter Looms ",American,1871      ,1950      |9999      ,ca. 1912,1909,1912,"Wool, natural and mercerized cotton, ""artificial silk""",84 x 81 in. (213.4 x 205.7 cm),"Gift of ""A Bicentennial Gift to America from a Grateful Armenian People"", 1978",Made in,New York,,,United States,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/14162,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1978.15.17,False,False,14163,American Decorative Arts,Tapestry,Tapestry,American,,,,,Designer|Maker,Designed by,Albert Herter|Herter Looms,"American, New York 1871–1950 Santa Barbara, California",,"Herter, Albert|Herter Looms ",American,1871      ,1950      |9999      ,ca. 1912,1909,1912,"Wool, natural and mercerized cotton, ""artificial silk""",84 x 66 in. (213.4 x 167.6 cm),"Gift of ""A Bicentennial Gift to America from a Grateful Armenian People"", 1978",Made in,New York,,,United States,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/14163,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1978.15.19,False,False,14165,American Decorative Arts,Tapestry,Tapestry,American,,,,,Designer|Maker,Designed by,Albert Herter|Herter Looms,"American, New York 1871–1950 Santa Barbara, California",,"Herter, Albert|Herter Looms ",American,1871      ,1950      |9999      ,ca. 1912,1909,1912,"Wool, natural and mercerized cotton, ""artificial silk""",84 x 60 in. (213.4 x 152.4 cm),"Gift of ""A Bicentennial Gift to America from a Grateful Armenian People"", 1978",Made in,New York,,,United States,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/14165,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1991.214,False,False,14324,American Decorative Arts,Plate,Plate,American,,,,,Decorator|Manufacturer,Manufactured by,Maria Longworth Nichols|Rookwood Pottery,"American, 1849–1932|American, Cincinnati, Ohio, 1880–1967",,"Nichols, Maria Longworth|Rookwood Pottery",American|American,1849      |1880      ,1932      |1967      ,ca. 1880,1877,1880,Painted and glazed earthenware,Diam. 10 3/4 in. (27.3 cm),"Purchase, Dr. and Mrs. John J. Weber Gift and Friends of the American Wing Fund, 1991",Made in,Cincinnati,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/14324,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1978.15.20,False,False,14166,American Decorative Arts,Tapestry,Tapestry,American,,,,,Designer|Maker,Designed by,Albert Herter|Herter Looms,"American, New York 1871–1950 Santa Barbara, California",,"Herter, Albert|Herter Looms ",American,1871      ,1950      |9999      ,ca. 1912,1909,1912,"Wool, natural and mercerized cotton, ""artificial silk""",288 x 84 in. (731.5 x 213.4 cm),"Gift of ""A Bicentennial Gift to America from a Grateful Armenian People"", 1978",Made in,New York,,,United States,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/14166,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1978.15.21,False,False,14167,American Decorative Arts,Tapestry,Tapestry,American,,,,,Designer|Maker,Designed by,Albert Herter|Herter Looms,"American, New York 1871–1950 Santa Barbara, California",,"Herter, Albert|Herter Looms ",American,1871      ,1950      |9999      ,ca. 1912,1909,1912,"Wool, natural and mercerized cotton, ""artificial silk""",336 x 84 in. (853.4 x 213.4 cm),"Gift of ""A Bicentennial Gift to America from a Grateful Armenian People"", 1978",Made in,New York,,,United States,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/14167,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1990.40.2,False,False,14198,American Decorative Arts,Quilt,"Quilt, Birds in Air pattern",American,,,,,Maker,,Annie E. Freshour Schaeffer,1851–1928,,"Schaeffer, Annie E. Freshour",,1851      ,1928      ,before 1891,1881,1891,Cotton,78 1/2 x 74 3/4 in. (199.4 x 189.9 cm),"Purchase, Mrs. Roger Brunschwig Gift, 1990",Made in,Lewistown,Frederick County,Frederick County,United States,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/14198,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
60.13,False,True,4599,American Decorative Arts,Kettle stand,Kettle Stand,American,,,,,Maker,Attributed to the Workshop of,Duncan Phyfe,1770–1854,,"Phyfe, Duncan",Scottish,1770      ,1854      ,1810–20,1810,1820,"Mahogany, marble, tulip poplar, white pine",29 1/4 x 22 1/8 x 15 1/2 in. (74.3 x 56.2 x 39.4 cm),"Purchase, Paul Peralta Ramos Gift, 1960",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/4599,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
"69.168a, b",False,True,7957,American Decorative Arts,Sugar bowl,Sugar bowl,American,,,,,Maker|Manufacturer|Manufacturer,Attributed to|Possibly at his|Possibly at,Thomas Cains|South Boston Flint Glass Works|Phoenix Glass Works,active 1812–ca. 1820|1812–27,or,"Cains, Thomas|South Boston Flint Glass Works |Phoenix Glass Works ",,1812      |1812      ,1820      |9999      |1827      ,1812–27,1812,1827,Blown glass with applied decoration,H. 6 3/16 in. (15.7 cm); Diam. 5 1/4 in. (13.3 cm),"Rogers Fund, 1969",Made in,Boston,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/7957,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
98.1.89,False,False,4589,American Decorative Arts,Cream pitcher,Cream Pitcher,British (American market),,,,,Maker,,Enoch Wood & Sons,"British, active Burslem, 1818–46",,"Wood & Sons, Enoch",British,1818      ,1846      ,ca. 1818–ca. 1846,1815,1849,"Earthenware, transfer-printed",H. 5 1/2 in. (14 cm),"Gift of Mrs. Isaac Gibson Jaffray, in memory of her husband, 1898",Made in,,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4589,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
42.76.37,False,False,7362,American Decorative Arts,Seal,Seal,British,,,,,Maker,,Josiah Wedgwood and Sons,1759–present,,"Wedgwood and Sons, Josiah",,1759      ,9999      ,1770–1800,1770,1800,Jasper,5/8 x 3/4 in. (1.6 x 1.9 cm),"Purchase, Joseph Pulitzer Bequest, 1942",Made in,Stoke-on-Trent,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7362,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1991.145,True,True,14282,American Decorative Arts,Library table,Library Table,American,,,,,Maker|Maker,,William Lightfoot Price|Rose Valley,1861–1916,,"Price, William Lightfoot|Rose Valley",,1861      ,1916      ,1904,1904,1904,"White oak, stained",29 1/2 x 66 x 39 1/2 in. (74.9 x 167.6 x 100.3 cm),"Sansbury-Mills Fund, 1991",Made in,Rose Valley,Delaware,Delaware,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/14282,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1991.30.6,False,True,14288,American Decorative Arts,Pitcher,Tree of life pitcher,American,,,,,Maker|Maker,Possibly,George Duncan and Sons|Portland Glass Company,1874–1891|1864–73,or,Duncan and Sons George|Portland Glass Company ,,1874      |1864      ,1891      |1873      ,ca. 1865–85,1862,1885,Glass,9 5/16 x 8 in. (23.7 x 20.3 cm),"Gift of the Estate of Marguerite Raeder Laporte, 1991",Possibly made in|Possibly made in,Portland|Pittsburgh,,,United States|United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/14288,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
50.20.2,False,True,3793,American Decorative Arts,Footstool,Footstool,American,,,,,Maker,Attributed to the Workshop of,Duncan Phyfe,1770–1854,,"Phyfe, Duncan",Scottish,1770      ,1854      ,ca. 1800,1797,1800,Mahogany,8 1/2 x 14 x 10 1/4 in. (21.6 x 35.6 x 26 cm),"Gift of Mrs. J. Insley Blair, 1950",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/3793,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
10.109.30,False,True,3720,American Decorative Arts,Flask,Figured flask,American,,,,,Manufacturer|Manufacturer,Probably,Coventry Glass Works|Keene Glass Works,1813–1850|1815–41,or,Coventry Glass Works |Keene Glass Works,,1813      |1815      ,1813      |1815      ,1824–40,1824,1824,Blown-molded glass,H. 5 1/2 in. (14 cm),"Rogers Fund, 1910",Possibly made in|Possibly made in,Coventry|Keene,,,United States|United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3720,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
22.223,False,False,487234,Modern and Contemporary Art,Vase,Vase,,,,,,Designer,,Adelaide Alsop Robineau,"American, Middletown, Connecticut, 1865–1929 Syracuse, New York",,"Robineau, Adelaide Alsop",American,1865      ,1929      ,1919,1919,1919,Porcelain,"H. 2, Diam. 4 inches
(5.1 x 10.2 cm.)
","Purchase, Edward C. Moore Jr. Gift, 1922",Made in,Syracuse,,New York,United States,Mid-Atlantic United States,,,,,,Ceramics-Porcelain,,http://www.metmuseum.org/art/collection/search/487234,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
51.71a,False,True,3412,American Decorative Arts,Sword,Dress Sword,American,,,,,Maker|Maker,Handle by|Blade by,John Bailey|Andrea Ferara,"American, active New York, 1736–1815|born 1530",,"Bailey, John|Ferara, Andrea",American,1736      |1530      ,1815      |1630      ,1775–90,1775,1790,Silver,L. 32 in. (81.3 cm),"Rogers Fund, 1951",Made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/3412,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
43.42.87,False,False,491147,Modern and Contemporary Art,Textile sample,Sample,American,,,,,Maker|Maker,,Louis A. Stirn|Edmund A. Stirn,"American (born Germany), Frankfurt-am-Main 1863–1962 Staten Island, New York|American (born Germany ?), 1868– (?)",,"Stirn, Louis A.|Stirn, Edmund A.",,1863      |1868      ,1962      |1968      ,1925,1925,1925,"Silk, printed",Dimensions unrecorded,"Gift of Miss M. K. Overbeck, 1943",Object place,New York,,New York,America,Mid-Atlantic,,,,,,Textiles-Printed,,http://www.metmuseum.org/art/collection/search/491147,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
43.42.86,False,False,491146,Modern and Contemporary Art,Textile sample,Sample,American,,,,,Maker|Maker,,Louis A. Stirn|Edmund A. Stirn,"American (born Germany), Frankfurt-am-Main 1863–1962 Staten Island, New York|American (born Germany ?), 1868– (?)",,"Stirn, Louis A.|Stirn, Edmund A.",,1863      |1868      ,1962      |1968      ,1925,1925,1925,"Silk, printed",Dimensions unrecorded,"Gift of Miss M. K. Overbeck, 1943",Object place,New York,,New York,America,Mid-Atlantic,,,,,,Textiles-Printed,,http://www.metmuseum.org/art/collection/search/491146,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
43.42.85,False,False,491145,Modern and Contemporary Art,Textile sample,Sample,American,,,,,Maker|Maker,,Louis A. Stirn|Edmund A. Stirn,"American (born Germany), Frankfurt-am-Main 1863–1962 Staten Island, New York|American (born Germany ?), 1868– (?)",,"Stirn, Louis A.|Stirn, Edmund A.",,1863      |1868      ,1962      |1968      ,1925,1925,1925,"Silk, printed",Dimensions unrecorded,"Gift of Miss M. K. Overbeck, 1943",Object place,New York,,New York,America,Mid-Atlantic,,,,,,Textiles-Printed,,http://www.metmuseum.org/art/collection/search/491145,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
43.42.84,False,False,491144,Modern and Contemporary Art,Textile sample,Sample,American,,,,,Maker|Maker,,Louis A. Stirn|Edmund A. Stirn,"American (born Germany), Frankfurt-am-Main 1863–1962 Staten Island, New York|American (born Germany ?), 1868– (?)",,"Stirn, Louis A.|Stirn, Edmund A.",,1863      |1868      ,1962      |1968      ,1925,1925,1925,"Silk, printed",Dimensions unrecorded,"Gift of Miss M. K. Overbeck, 1943",Object place,New York,,New York,America,Mid-Atlantic,,,,,,Textiles-Printed,,http://www.metmuseum.org/art/collection/search/491144,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
43.42.83,False,False,491143,Modern and Contemporary Art,Textile sample,Sample,American,,,,,Maker|Maker,,Louis A. Stirn|Edmund A. Stirn,"American (born Germany), Frankfurt-am-Main 1863–1962 Staten Island, New York|American (born Germany ?), 1868– (?)",,"Stirn, Louis A.|Stirn, Edmund A.",,1863      |1868      ,1962      |1968      ,1925,1925,1925,"Silk, printed",Dimensions unrecorded,"Gift of Miss M. K. Overbeck, 1943",Object place,New York,,New York,America,Mid-Atlantic,,,,,,Textiles-Printed,,http://www.metmuseum.org/art/collection/search/491143,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
